run_id,D_mJpm2,sigma,Temp,returncode,duration_s,run_dir
154,0.7890844272800849,0.0932534436821355,0.0,0,59.11137866973877,mumax_dataset_ku_by_block_disorder/run_00154
155,0.4400159351876612,0.0903453970590051,0.0,0,57.17481446266174,mumax_dataset_ku_by_block_disorder/run_00155
156,0.004968353644173,0.1272329555530229,0.0,0,65.77251863479614,mumax_dataset_ku_by_block_disorder/run_00156
157,0.3895500641242425,0.0842818246497857,0.0,0,58.435133934021,mumax_dataset_ku_by_block_disorder/run_00157
158,0.8351132682506309,0.0930934424714852,0.0,0,66.48075580596924,mumax_dataset_ku_by_block_disorder/run_00158
159,0.1049033163982477,0.0028796649958982,0.0,0,122.6239697933197,mumax_dataset_ku_by_block_disorder/run_00159
160,0.546686304105754,0.1171626814108239,0.0,0,68.43099737167358,mumax_dataset_ku_by_block_disorder/run_00160
161,0.6995623298043544,0.0772245076422455,0.0,0,61.99605774879456,mumax_dataset_ku_by_block_disorder/run_00161
162,1.0108003909695822,0.0961075436365741,0.0,0,57.26422929763794,mumax_dataset_ku_by_block_disorder/run_00162
163,0.1102641878521786,0.0589260050938528,0.0,0,62.854037284851074,mumax_dataset_ku_by_block_disorder/run_00163
164,0.509931889220677,0.0895640617484607,0.0,0,67.6636095046997,mumax_dataset_ku_by_block_disorder/run_00164
165,0.6777860423792456,0.0839545897765277,0.0,0,59.56226205825806,mumax_dataset_ku_by_block_disorder/run_00165
166,0.4442241225842964,0.0552316223627202,0.0,0,58.95872640609741,mumax_dataset_ku_by_block_disorder/run_00166
167,0.9753705389171616,0.0641425119820422,0.0,0,59.16520476341248,mumax_dataset_ku_by_block_disorder/run_00167
168,0.926725337070625,0.1355183667003626,0.0,0,58.47247314453125,mumax_dataset_ku_by_block_disorder/run_00168
169,1.219053422340667,0.067711080092368,0.0,0,61.920493602752686,mumax_dataset_ku_by_block_disorder/run_00169
170,1.179073214722138,0.1055330574046149,0.0,0,58.57764673233032,mumax_dataset_ku_by_block_disorder/run_00170
171,1.000721347979629,0.0606221581315749,0.0,0,61.110512495040894,mumax_dataset_ku_by_block_disorder/run_00171
172,0.168876050585635,0.020988848908435,0.0,0,67.34987711906433,mumax_dataset_ku_by_block_disorder/run_00172
173,0.4815303240990989,0.0879816490800304,0.0,0,64.86722445487976,mumax_dataset_ku_by_block_disorder/run_00173
174,0.0922243169467623,0.0970357795545716,0.0,0,88.55530381202698,mumax_dataset_ku_by_block_disorder/run_00174
175,0.57995039464413,0.1352335312404387,0.0,0,59.31244611740112,mumax_dataset_ku_by_block_disorder/run_00175
176,0.1696101801581944,0.1283434338454388,0.0,0,59.10919213294983,mumax_dataset_ku_by_block_disorder/run_00176
177,0.7486197928762309,0.1334488632425294,0.0,0,63.43177676200867,mumax_dataset_ku_by_block_disorder/run_00177
178,0.9560773990708008,0.122530101537489,0.0,0,60.35347414016724,mumax_dataset_ku_by_block_disorder/run_00178
179,1.2262016298298322,0.0732813361258693,0.0,0,58.08711385726929,mumax_dataset_ku_by_block_disorder/run_00179
180,0.131470789710599,0.134325201173887,0.0,0,69.26457643508911,mumax_dataset_ku_by_block_disorder/run_00180
181,0.9336973873659876,0.0535992771605345,0.0,0,71.9106023311615,mumax_dataset_ku_by_block_disorder/run_00181
182,0.0562402021387256,0.0886890953057393,0.0,0,59.124542236328125,mumax_dataset_ku_by_block_disorder/run_00182
183,0.7122244123210788,0.0874991897083874,0.0,0,55.57106375694275,mumax_dataset_ku_by_block_disorder/run_00183
184,0.0515141875375419,0.1075489817949112,0.0,0,72.56817173957825,mumax_dataset_ku_by_block_disorder/run_00184
185,1.358190364020175,0.0217057355473193,0.0,0,60.43096590042114,mumax_dataset_ku_by_block_disorder/run_00185
186,0.5250122254999038,0.0171430133001251,0.0,0,60.00255513191223,mumax_dataset_ku_by_block_disorder/run_00186
187,1.1138248891782587,0.0760443033386409,0.0,0,61.05242729187012,mumax_dataset_ku_by_block_disorder/run_00187
188,0.6913273430136632,0.0098191779103595,0.0,0,57.56433701515198,mumax_dataset_ku_by_block_disorder/run_00188
189,1.1480015623669937,0.1139122795388387,0.0,0,56.69578766822815,mumax_dataset_ku_by_block_disorder/run_00189
190,0.2948361011648144,0.0223320165522941,0.0,0,61.80512309074402,mumax_dataset_ku_by_block_disorder/run_00190
191,1.314465418025092,0.080387909370051,0.0,0,58.50971031188965,mumax_dataset_ku_by_block_disorder/run_00191
192,0.6014707355296431,0.0293348345086744,0.0,0,64.07116842269897,mumax_dataset_ku_by_block_disorder/run_00192
193,1.37612550989348,0.0174084153722176,0.0,0,59.166906118392944,mumax_dataset_ku_by_block_disorder/run_00193
194,0.8008168719733315,0.1232832412048966,0.0,0,58.267218351364136,mumax_dataset_ku_by_block_disorder/run_00194
195,0.4201341660512237,0.115314696792904,0.0,0,58.1148362159729,mumax_dataset_ku_by_block_disorder/run_00195
196,1.4513568204970395,0.0740574777810924,0.0,0,58.43373489379883,mumax_dataset_ku_by_block_disorder/run_00196
197,1.4695264324113526,0.0642842435307181,0.0,0,65.5862021446228,mumax_dataset_ku_by_block_disorder/run_00197
198,0.5621914622456214,0.0939124654003203,0.0,0,64.62156701087952,mumax_dataset_ku_by_block_disorder/run_00198
199,0.38794305300059,0.0763521267535009,0.0,0,60.36806321144104,mumax_dataset_ku_by_block_disorder/run_00199
200,1.04538456571735,0.1243191266066946,0.0,0,61.58363556861877,mumax_dataset_ku_by_block_disorder/run_00200
201,0.3072116230035967,0.0112397110849435,0.0,0,99.98941016197205,mumax_dataset_ku_by_block_disorder/run_00201
202,0.2601685682716261,0.100461419772804,0.0,0,57.270901918411255,mumax_dataset_ku_by_block_disorder/run_00202
203,0.7866017784616952,0.1093800241037568,0.0,0,57.581130027771,mumax_dataset_ku_by_block_disorder/run_00203
204,1.1971506189566818,0.0187949006664426,0.0,0,60.55255389213562,mumax_dataset_ku_by_block_disorder/run_00204
205,0.4303292693168231,0.0829615030716927,0.0,0,78.62381672859192,mumax_dataset_ku_by_block_disorder/run_00205
206,0.6525335277240741,0.0292343359440155,0.0,0,265.6131167411804,mumax_dataset_ku_by_block_disorder/run_00206
207,0.5192951470036604,0.0475451273142634,0.0,0,67.51693081855774,mumax_dataset_ku_by_block_disorder/run_00207
208,0.2542492837692211,0.0904353484276517,0.0,0,62.2923276424408,mumax_dataset_ku_by_block_disorder/run_00208
209,0.2212686815178849,0.0074502232985203,0.0,0,212.9994504451752,mumax_dataset_ku_by_block_disorder/run_00209
210,1.3057751386924206,0.1210549214487509,0.0,0,57.69355249404907,mumax_dataset_ku_by_block_disorder/run_00210
211,0.8931678547972466,0.1052830842314068,0.0,0,69.91600584983826,mumax_dataset_ku_by_block_disorder/run_00211
212,1.3960329999855412,0.1129250380806703,0.0,0,58.518404483795166,mumax_dataset_ku_by_block_disorder/run_00212
213,1.479602993147093,0.1401082403482747,0.0,0,59.9697654247284,mumax_dataset_ku_by_block_disorder/run_00213
214,1.07060613979677,0.0798623620947837,0.0,0,60.772037744522095,mumax_dataset_ku_by_block_disorder/run_00214
215,0.4701214982095822,0.0106158963977324,0.0,0,65.82144474983215,mumax_dataset_ku_by_block_disorder/run_00215
216,1.4338540154733743,0.1004925440545346,0.0,0,59.235225439071655,mumax_dataset_ku_by_block_disorder/run_00216
217,0.3803529891441891,0.0231671096876681,0.0,0,61.0564112663269,mumax_dataset_ku_by_block_disorder/run_00217
218,0.9202871807864548,0.068154715068279,0.0,0,62.13656997680664,mumax_dataset_ku_by_block_disorder/run_00218
219,0.9188819963387472,0.1423374446478972,0.0,0,61.09418869018555,mumax_dataset_ku_by_block_disorder/run_00219
220,0.7470645409352319,0.1380677312408593,0.0,0,59.95952582359314,mumax_dataset_ku_by_block_disorder/run_00220
221,0.8878930633649698,0.0055839725475031,0.0,0,60.23838472366333,mumax_dataset_ku_by_block_disorder/run_00221
222,1.165501635122263,0.0014172321262916,0.0,0,60.06346440315247,mumax_dataset_ku_by_block_disorder/run_00222
223,0.2489234947240821,0.143700747710502,0.0,0,61.246681451797485,mumax_dataset_ku_by_block_disorder/run_00223
224,0.0716554211079036,0.1453164315695647,0.0,0,66.01485824584961,mumax_dataset_ku_by_block_disorder/run_00224
225,1.3782696555849647,0.0953640854547809,0.0,0,58.08695983886719,mumax_dataset_ku_by_block_disorder/run_00225
226,1.1109926472007676,0.0361946798178554,0.0,0,72.89298605918884,mumax_dataset_ku_by_block_disorder/run_00226
227,0.0526515601825523,0.0097152818679704,0.0,0,57.620028018951416,mumax_dataset_ku_by_block_disorder/run_00227
228,0.5505409407338484,0.1412131282683205,0.0,0,60.93001413345337,mumax_dataset_ku_by_block_disorder/run_00228
